instance_hash,config_hash_toml,instance_data_file,scenarios,aggregation_criterion,first_stage_weight_proportion,queue_length,one_scenario_strategy,cumulative_sum_objective_first_stage_earliest,cumulative_sum_objective_first_stage_treatment_range,cumulative_sum_objective_first_stage,mean_gap,kpi_waiting_times,kpi_count_violated,difference_to_deterministic,kpi_diff_wt,kpi_diff_cv
7465116319130191447,14044813691835146100,simulations/instances/instance_7465116319130191447.csv,1,MAX,0.8,LIMITED,EARLIEST,49200.0,1780800.0,1830000.0,0.21600447935855951,3,1,0.054674685620557675,50.0,inf
7465116319130191447,14044813691835146100,simulations/instances/instance_7465116319130191447.csv,1,MAX,0.8,LIMITED,EARLIEST,49200.0,1780800.0,1830000.0,0.21600447935855951,3,1,0.054674685620557675,50.0,inf
135224002065681560,1478496326830257986,simulations/instances/instance_135224002065681560.csv,2,MAX,0.8,LIMITED,EARLIEST,47200.0,1658200.0,1705400.0,1.2310303823377398,6,1,0.05867167331612298,50.0,inf
135224002065681560,1478496326830257986,simulations/instances/instance_135224002065681560.csv,2,MAX,0.8,LIMITED,EARLIEST,47200.0,1658200.0,1705400.0,1.2310303823377398,6,1,0.05867167331612298,50.0,inf
9707043526940373274,6102092210408676126,simulations/instances/instance_9707043526940373274.csv,2,AVG,0.8,LIMITED,EARLIEST,74400.0,1611800.0,1686200.0,1.9698271223494068,13,0,0.059340137669119386,0.0,
9707043526940373274,6102092210408676126,simulations/instances/instance_9707043526940373274.csv,2,AVG,0.8,LIMITED,EARLIEST,74400.0,1611800.0,1686200.0,1.9698271223494068,13,0,0.059340137669119386,0.0,
3616442042494646722,13168806816036189086,simulations/instances/instance_3616442042494646722.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,46400.0,1777600.0,1824000.0,8.927531207244286,3,1,-0.0876424189307625,-40.0,inf
3616442042494646722,13168806816036189086,simulations/instances/instance_3616442042494646722.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,46400.0,1777600.0,1824000.0,8.927531207244286,3,1,-0.0876424189307625,-40.0,inf
3616442042494646722,4594399238074480542,simulations/instances/instance_3616442042494646722.csv,2,AVG,0.8,LIMITED,EARLIEST,46400.0,1777400.0,1823800.0,1.9158958009504432,3,0,-0.0985977212971078,-40.0,
3616442042494646722,4594399238074480542,simulations/instances/instance_3616442042494646722.csv,2,AVG,0.8,LIMITED,EARLIEST,46400.0,1777400.0,1823800.0,1.9158958009504432,3,0,-0.0985977212971078,-40.0,
10987222697483944105,3678903589480025620,simulations/instances/instance_10987222697483944105.csv,2,AVG,0.8,LIMITED,EARLIEST,78400.0,1684600.0,1763000.0,1.766016281372694,12,0,-0.6648636466080685,-47.82608695652174,-100.0
10987222697483944105,3678903589480025620,simulations/instances/instance_10987222697483944105.csv,2,AVG,0.8,LIMITED,EARLIEST,78400.0,1684600.0,1763000.0,1.766016281372694,12,0,-0.6648636466080685,-47.82608695652174,-100.0
7465116319130191447,5570427364627173249,simulations/instances/instance_7465116319130191447.csv,10,AVG,0.8,LIMITED,AVERAGE_SCENARIO,68400.0,1792600.0,1861000.0,19.96762505088634,14,26,1.7495899398578456,600.0,inf
7465116319130191447,5570427364627173249,simulations/instances/instance_7465116319130191447.csv,10,AVG,0.8,LIMITED,AVERAGE_SCENARIO,68400.0,1792600.0,1861000.0,19.96762505088634,14,26,1.7495899398578456,600.0,inf
16060245573606360052,17493859522041335161,simulations/instances/instance_16060245573606360052.csv,1,MAX,0.8,LIMITED,EARLIEST,56800.0,1831000.0,1887800.0,0.5071758193541469,10,2,-0.47448334036271617,-37.5,0.0
16060245573606360052,17493859522041335161,simulations/instances/instance_16060245573606360052.csv,1,MAX,0.8,LIMITED,EARLIEST,56800.0,1831000.0,1887800.0,0.5071758193541469,10,2,-0.47448334036271617,-37.5,0.0
10397321157149497167,11918742546732832967,simulations/instances/instance_10397321157149497167.csv,2,MAX,0.8,LIMITED,EARLIEST,93200.0,1814400.0,1907600.0,1.4859399856350417,39,12,1.967072909985033,69.56521739130434,300.0
10397321157149497167,11918742546732832967,simulations/instances/instance_10397321157149497167.csv,2,MAX,0.8,LIMITED,EARLIEST,93200.0,1814400.0,1907600.0,1.4859399856350417,39,12,1.967072909985033,69.56521739130434,300.0
250111777107487511,9612662866058639790,simulations/instances/instance_250111777107487511.csv,5,AVG,0.8,LIMITED,EARLIEST,76800.0,1670400.0,1747200.0,6.750470692131653,13,10,1.2869565217391303,160.0,inf
250111777107487511,9612662866058639790,simulations/instances/instance_250111777107487511.csv,5,AVG,0.8,LIMITED,EARLIEST,76800.0,1670400.0,1747200.0,6.750470692131653,13,10,1.2869565217391303,160.0,inf
17870085318395153772,1270870951412080990,simulations/instances/instance_17870085318395153772.csv,0,AVG,0.8,LIMITED,AVERAGE_SCENARIO,54000.0,1799400.0,1853400.0,0.0,16,0,0.0,0.0,
17870085318395153772,1270870951412080990,simulations/instances/instance_17870085318395153772.csv,0,AVG,0.8,LIMITED,AVERAGE_SCENARIO,54000.0,1799400.0,1853400.0,0.0,16,0,0.0,0.0,
16060245573606360052,6189493664184827739,simulations/instances/instance_16060245573606360052.csv,1,AVG,0.8,LIMITED,EARLIEST,53200.0,1830800.0,1884000.0,0.4355034151680714,9,1,-0.6748207507380852,-43.75,-50.0
16060245573606360052,6189493664184827739,simulations/instances/instance_16060245573606360052.csv,1,AVG,0.8,LIMITED,EARLIEST,53200.0,1830800.0,1884000.0,0.4355034151680714,9,1,-0.6748207507380852,-43.75,-50.0
15681825288749210743,13396921831348120902,simulations/instances/instance_15681825288749210743.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,89600.0,1770400.0,1860000.0,1.2339329453718437,17,0,0.7038440714672441,41.66666666666667,
15681825288749210743,13396921831348120902,simulations/instances/instance_15681825288749210743.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,89600.0,1770400.0,1860000.0,1.2339329453718437,17,0,0.7038440714672441,41.66666666666667,
7465116319130191447,5882127453763123556,simulations/instances/instance_7465116319130191447.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,48800.0,1780200.0,1829000.0,0.13631430009143405,2,2,0.0,0.0,inf
7465116319130191447,5882127453763123556,simulations/instances/instance_7465116319130191447.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,48800.0,1780200.0,1829000.0,0.13631430009143405,2,2,0.0,0.0,inf
3616442042494646722,17476572252659017768,simulations/instances/instance_3616442042494646722.csv,1,MAX,0.8,LIMITED,EARLIEST,44000.0,1777800.0,1821800.0,0.22352490181691936,1,0,-0.2081507449605609,-80.0,
3616442042494646722,17476572252659017768,simulations/instances/instance_3616442042494646722.csv,1,MAX,0.8,LIMITED,EARLIEST,44000.0,1777800.0,1821800.0,0.22352490181691936,1,0,-0.2081507449605609,-80.0,
6096551986938506664,8743447708231985082,simulations/instances/instance_6096551986938506664.csv,2,MAX,0.8,LIMITED,EARLIEST,111200.0,1832000.0,1943200.0,1.6533761911921716,24,5,0.24762690879075525,14.285714285714285,inf
6096551986938506664,8743447708231985082,simulations/instances/instance_6096551986938506664.csv,2,MAX,0.8,LIMITED,EARLIEST,111200.0,1832000.0,1943200.0,1.6533761911921716,24,5,0.24762690879075525,14.285714285714285,inf
250111777107487511,9705418741933128285,simulations/instances/instance_250111777107487511.csv,10,AVG,0.8,LIMITED,EARLIEST,86800.0,1668400.0,1755200.0,14.37184517727529,19,1,1.7507246376811594,280.0,inf
250111777107487511,9705418741933128285,simulations/instances/instance_250111777107487511.csv,10,AVG,0.8,LIMITED,EARLIEST,86800.0,1668400.0,1755200.0,14.37184517727529,19,1,1.7507246376811594,280.0,inf
7465116319130191447,3678453775372058384,simulations/instances/instance_7465116319130191447.csv,1,AVG,0.8,LIMITED,EARLIEST,48800.0,1780200.0,1829000.0,0.35588959619317284,2,0,0.0,0.0,
7465116319130191447,3678453775372058384,simulations/instances/instance_7465116319130191447.csv,1,AVG,0.8,LIMITED,EARLIEST,48800.0,1780200.0,1829000.0,0.35588959619317284,2,0,0.0,0.0,
16060245573606360052,15299175817448032205,simulations/instances/instance_16060245573606360052.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,55600.0,1831200.0,1886800.0,0.14090553220612007,9,3,-0.527203711514129,-43.75,50.0
16060245573606360052,15299175817448032205,simulations/instances/instance_16060245573606360052.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,55600.0,1831200.0,1886800.0,0.14090553220612007,9,3,-0.527203711514129,-43.75,50.0
2775139937030573620,8564399043828065388,simulations/instances/instance_2775139937030573620.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,62000.0,1935400.0,1997400.0,2.617727905286323,13,7,-0.6861575178997613,-27.77777777777778,40.0
2775139937030573620,8564399043828065388,simulations/instances/instance_2775139937030573620.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,62000.0,1935400.0,1997400.0,2.617727905286323,13,7,-0.6861575178997613,-27.77777777777778,40.0
16060245573606360052,13675492073156552261,simulations/instances/instance_16060245573606360052.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,76400.0,1836000.0,1912400.0,7.906473581540964,15,13,0.8224377899620413,-6.25,550.0
16060245573606360052,13675492073156552261,simulations/instances/instance_16060245573606360052.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,76400.0,1836000.0,1912400.0,7.906473581540964,15,13,0.8224377899620413,-6.25,550.0
6096551986938506664,16083277201398653726,simulations/instances/instance_6096551986938506664.csv,5,AVG,0.8,LIMITED,EARLIEST,112000.0,1832000.0,1944000.0,12.467543576839878,23,9,0.2888980602558811,9.523809523809524,inf
6096551986938506664,16083277201398653726,simulations/instances/instance_6096551986938506664.csv,5,AVG,0.8,LIMITED,EARLIEST,112000.0,1832000.0,1944000.0,12.467543576839878,23,9,0.2888980602558811,9.523809523809524,inf
2775139937030573620,14259666792131203887,simulations/instances/instance_2775139937030573620.csv,2,MAX,0.8,LIMITED,EARLIEST,114400.0,1948800.0,2063200.0,2.9136895923452264,40,33,2.5855210819411294,122.22222222222223,560.0
2775139937030573620,14259666792131203887,simulations/instances/instance_2775139937030573620.csv,2,MAX,0.8,LIMITED,EARLIEST,114400.0,1948800.0,2063200.0,2.9136895923452264,40,33,2.5855210819411294,122.22222222222223,560.0
9707043526940373274,2326087417305283387,simulations/instances/instance_9707043526940373274.csv,5,AVG,0.8,LIMITED,EARLIEST,83600.0,1616000.0,1699600.0,10.605247795707852,20,8,0.8544979824353193,53.84615384615385,inf
9707043526940373274,2326087417305283387,simulations/instances/instance_9707043526940373274.csv,5,AVG,0.8,LIMITED,EARLIEST,83600.0,1616000.0,1699600.0,10.605247795707852,20,8,0.8544979824353193,53.84615384615385,inf
7465116319130191447,15164939032981104194,simulations/instances/instance_7465116319130191447.csv,5,AVG,0.8,LIMITED,AVERAGE_SCENARIO,64800.0,1787000.0,1851800.0,12.36437788181224,11,9,1.2465828321487151,450.0,inf
7465116319130191447,15164939032981104194,simulations/instances/instance_7465116319130191447.csv,5,AVG,0.8,LIMITED,AVERAGE_SCENARIO,64800.0,1787000.0,1851800.0,12.36437788181224,11,9,1.2465828321487151,450.0,inf
10987222697483944105,11072146122577261647,simulations/instances/instance_10987222697483944105.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,70800.0,1684200.0,1755000.0,0.11384859386483984,11,0,-1.1156186612576064,-52.17391304347826,-100.0
10987222697483944105,11072146122577261647,simulations/instances/instance_10987222697483944105.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,70800.0,1684200.0,1755000.0,0.11384859386483984,11,0,-1.1156186612576064,-52.17391304347826,-100.0
250111777107487511,233502359622471783,simulations/instances/instance_250111777107487511.csv,1,MAX,0.8,LIMITED,EARLIEST,64000.0,1667800.0,1731800.0,0.18478423064743424,6,0,0.39420289855072466,20.0,
250111777107487511,233502359622471783,simulations/instances/instance_250111777107487511.csv,1,MAX,0.8,LIMITED,EARLIEST,64000.0,1667800.0,1731800.0,0.18478423064743424,6,0,0.39420289855072466,20.0,
4929011461548171347,5490001372420244627,simulations/instances/instance_4929011461548171347.csv,2,MAX,0.8,LIMITED,EARLIEST,72000.0,1833400.0,1905400.0,1.0800451872671635,24,22,0.3158892281773191,26.31578947368421,inf
4929011461548171347,5490001372420244627,simulations/instances/instance_4929011461548171347.csv,2,MAX,0.8,LIMITED,EARLIEST,72000.0,1833400.0,1905400.0,1.0800451872671635,24,22,0.3158892281773191,26.31578947368421,inf
10397321157149497167,4557059906585531825,simulations/instances/instance_10397321157149497167.csv,5,MAX,0.8,LIMITED,EARLIEST,64800.0,1819200.0,1884000.0,7.442310523149491,25,18,0.7055805003207184,8.695652173913043,500.0
10397321157149497167,4557059906585531825,simulations/instances/instance_10397321157149497167.csv,5,MAX,0.8,LIMITED,EARLIEST,64800.0,1819200.0,1884000.0,7.442310523149491,25,18,0.7055805003207184,8.695652173913043,500.0
10987222697483944105,5029870835633488638,simulations/instances/instance_10987222697483944105.csv,10,MAX,0.8,LIMITED,AVERAGE_SCENARIO,97200.0,1700000.0,1797200.0,17.92178063102854,31,29,1.2621140410187062,34.78260869565217,383.33333333333337
10987222697483944105,5029870835633488638,simulations/instances/instance_10987222697483944105.csv,10,MAX,0.8,LIMITED,AVERAGE_SCENARIO,97200.0,1700000.0,1797200.0,17.92178063102854,31,29,1.2621140410187062,34.78260869565217,383.33333333333337
10397321157149497167,15921997466542228417,simulations/instances/instance_10397321157149497167.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,52000.0,1808000.0,1860000.0,1.5860192514549314,15,1,-0.5772931366260423,-34.78260869565217,-66.66666666666666
10397321157149497167,15921997466542228417,simulations/instances/instance_10397321157149497167.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,52000.0,1808000.0,1860000.0,1.5860192514549314,15,1,-0.5772931366260423,-34.78260869565217,-66.66666666666666
4929011461548171347,18241477697826657744,simulations/instances/instance_4929011461548171347.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,53600.0,1826000.0,1879600.0,2.18267510981891,7,6,-1.0424344529851532,-63.1578947368421,inf
4929011461548171347,18241477697826657744,simulations/instances/instance_4929011461548171347.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,53600.0,1826000.0,1879600.0,2.18267510981891,7,6,-1.0424344529851532,-63.1578947368421,inf
16060245573606360052,2748762589979166742,simulations/instances/instance_16060245573606360052.csv,10,MAX,0.8,LIMITED,AVERAGE_SCENARIO,128400.0,1855600.0,1984000.0,18.42619108369328,49,67,4.597216364403205,206.25,3250.0
16060245573606360052,2748762589979166742,simulations/instances/instance_16060245573606360052.csv,10,MAX,0.8,LIMITED,AVERAGE_SCENARIO,128400.0,1855600.0,1984000.0,18.42619108369328,49,67,4.597216364403205,206.25,3250.0
4929011461548171347,9104570499488148357,simulations/instances/instance_4929011461548171347.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,56800.0,1833400.0,1890200.0,7.994458814012837,15,25,-0.4843634832052227,-21.052631578947366,inf
4929011461548171347,9104570499488148357,simulations/instances/instance_4929011461548171347.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,56800.0,1833400.0,1890200.0,7.994458814012837,15,25,-0.4843634832052227,-21.052631578947366,inf
4929011461548171347,2198562024616009063,simulations/instances/instance_4929011461548171347.csv,5,AVG,0.8,LIMITED,AVERAGE_SCENARIO,56800.0,1829600.0,1886400.0,12.687983882910672,10,18,-0.6844266610508581,-47.368421052631575,inf
4929011461548171347,2198562024616009063,simulations/instances/instance_4929011461548171347.csv,5,AVG,0.8,LIMITED,AVERAGE_SCENARIO,56800.0,1829600.0,1886400.0,12.687983882910672,10,18,-0.6844266610508581,-47.368421052631575,inf
16060245573606360052,1347138053941036086,simulations/instances/instance_16060245573606360052.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,53200.0,1830800.0,1884000.0,0.21898133463428757,9,1,-0.6748207507380852,-43.75,-50.0
16060245573606360052,1347138053941036086,simulations/instances/instance_16060245573606360052.csv,1,AVG,0.8,LIMITED,AVERAGE_SCENARIO,53200.0,1830800.0,1884000.0,0.21898133463428757,9,1,-0.6748207507380852,-43.75,-50.0
7465116319130191447,15456447448697664506,simulations/instances/instance_7465116319130191447.csv,2,AVG,0.8,LIMITED,EARLIEST,49600.0,1782200.0,1831800.0,1.5219017913534651,3,3,0.1530891197375615,50.0,inf
7465116319130191447,15456447448697664506,simulations/instances/instance_7465116319130191447.csv,2,AVG,0.8,LIMITED,EARLIEST,49600.0,1782200.0,1831800.0,1.5219017913534651,3,3,0.1530891197375615,50.0,inf
2775139937030573620,6360725365437000216,simulations/instances/instance_2775139937030573620.csv,2,AVG,0.8,LIMITED,EARLIEST,86000.0,1932600.0,2018600.0,4.102322168465978,25,2,0.36793953858393,38.88888888888889,-60.0
2775139937030573620,6360725365437000216,simulations/instances/instance_2775139937030573620.csv,2,AVG,0.8,LIMITED,EARLIEST,86000.0,1932600.0,2018600.0,4.102322168465978,25,2,0.36793953858393,38.88888888888889,-60.0
6096551986938506664,3616211599183560021,simulations/instances/instance_6096551986938506664.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,92800.0,1831200.0,1924000.0,2.803180060189583,14,1,-0.7428807263722659,-33.33333333333333,inf
6096551986938506664,3616211599183560021,simulations/instances/instance_6096551986938506664.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,92800.0,1831200.0,1924000.0,2.803180060189583,14,1,-0.7428807263722659,-33.33333333333333,inf
250111777107487511,275600945612292640,simulations/instances/instance_250111777107487511.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,88800.0,1673600.0,1762400.0,6.951328018542138,19,13,2.1681159420289853,280.0,inf
250111777107487511,275600945612292640,simulations/instances/instance_250111777107487511.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,88800.0,1673600.0,1762400.0,6.951328018542138,19,13,2.1681159420289853,280.0,inf
15681825288749210743,7305962527751135074,simulations/instances/instance_15681825288749210743.csv,10,MAX,0.8,LIMITED,EARLIEST,91600.0,1773000.0,1864600.0,12.058907776506326,18,8,0.952896589063346,50.0,inf
15681825288749210743,7305962527751135074,simulations/instances/instance_15681825288749210743.csv,10,MAX,0.8,LIMITED,EARLIEST,91600.0,1773000.0,1864600.0,12.058907776506326,18,8,0.952896589063346,50.0,inf
17870085318395153772,2548179718625788266,simulations/instances/instance_17870085318395153772.csv,2,AVG,0.8,LIMITED,EARLIEST,40400.0,1797800.0,1838200.0,1.4273222413123,8,0,-0.8201143843746628,-50.0,
17870085318395153772,2548179718625788266,simulations/instances/instance_17870085318395153772.csv,2,AVG,0.8,LIMITED,EARLIEST,40400.0,1797800.0,1838200.0,1.4273222413123,8,0,-0.8201143843746628,-50.0,
4929011461548171347,15126611626763996429,simulations/instances/instance_4929011461548171347.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,68000.0,1822600.0,1890600.0,1.0480643394968097,14,1,-0.4633042013267348,-26.31578947368421,inf
4929011461548171347,15126611626763996429,simulations/instances/instance_4929011461548171347.csv,1,MAX,0.8,LIMITED,AVERAGE_SCENARIO,68000.0,1822600.0,1890600.0,1.0480643394968097,14,1,-0.4633042013267348,-26.31578947368421,inf
7465116319130191447,17660121127088729678,simulations/instances/instance_7465116319130191447.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,52400.0,1782000.0,1834400.0,1.4959240324463607,3,4,0.2952433023510115,50.0,inf
7465116319130191447,17660121127088729678,simulations/instances/instance_7465116319130191447.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,52400.0,1782000.0,1834400.0,1.4959240324463607,3,4,0.2952433023510115,50.0,inf
2192742545724921127,12037368874316342700,simulations/instances/instance_2192742545724921127.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,85600.0,1916200.0,2001800.0,1.4787966158861845,15,0,-1.6701051183809805,-50.0,-100.0
2192742545724921127,12037368874316342700,simulations/instances/instance_2192742545724921127.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,85600.0,1916200.0,2001800.0,1.4787966158861845,15,0,-1.6701051183809805,-50.0,-100.0
135224002065681560,3590681909748012733,simulations/instances/instance_135224002065681560.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,39600.0,1657800.0,1697400.0,8.282327432904749,0,2,-0.41070171321286086,-100.0,inf
135224002065681560,3590681909748012733,simulations/instances/instance_135224002065681560.csv,5,MAX,0.8,LIMITED,AVERAGE_SCENARIO,39600.0,1657800.0,1697400.0,8.282327432904749,0,2,-0.41070171321286086,-100.0,inf
7465116319130191447,4787167713427862782,simulations/instances/instance_7465116319130191447.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,80000.0,1802400.0,1882400.0,2.1264668397917514,21,42,2.91962821213778,950.0,inf
7465116319130191447,4787167713427862782,simulations/instances/instance_7465116319130191447.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,80000.0,1802400.0,1882400.0,2.1264668397917514,21,42,2.91962821213778,950.0,inf
7465116319130191447,17931683948885691739,simulations/instances/instance_7465116319130191447.csv,0,AVG,0.8,LIMITED,AVERAGE_SCENARIO,48800.0,1780200.0,1829000.0,0.0,2,0,0.0,0.0,
7465116319130191447,17931683948885691739,simulations/instances/instance_7465116319130191447.csv,0,AVG,0.8,LIMITED,AVERAGE_SCENARIO,48800.0,1780200.0,1829000.0,0.0,2,0,0.0,0.0,
135224002065681560,6371112529297548840,simulations/instances/instance_135224002065681560.csv,5,AVG,0.8,LIMITED,EARLIEST,57200.0,1660600.0,1717800.0,10.02449178801758,10,4,0.7862004224360478,150.0,inf
135224002065681560,6371112529297548840,simulations/instances/instance_135224002065681560.csv,5,AVG,0.8,LIMITED,EARLIEST,57200.0,1660600.0,1717800.0,10.02449178801758,10,4,0.7862004224360478,150.0,inf
9707043526940373274,3907408505815373170,simulations/instances/instance_9707043526940373274.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,72400.0,1611800.0,1684200.0,1.558752373937802,14,0,-0.059340137669119386,7.6923076923076925,
9707043526940373274,3907408505815373170,simulations/instances/instance_9707043526940373274.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,72400.0,1611800.0,1684200.0,1.558752373937802,14,0,-0.059340137669119386,7.6923076923076925,
3616442042494646722,10958342001159987260,simulations/instances/instance_3616442042494646722.csv,1,AVG,0.8,LIMITED,EARLIEST,56000.0,1777800.0,1833800.0,0.5055800107688494,6,0,0.4491673970201578,20.0,
3616442042494646722,10958342001159987260,simulations/instances/instance_3616442042494646722.csv,1,AVG,0.8,LIMITED,EARLIEST,56000.0,1777800.0,1833800.0,0.5055800107688494,6,0,0.4491673970201578,20.0,
3616442042494646722,13704081391337685008,simulations/instances/instance_3616442042494646722.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,58800.0,1784600.0,1843400.0,0.26970384113241236,11,8,0.9750219106047326,120.0,inf
3616442042494646722,13704081391337685008,simulations/instances/instance_3616442042494646722.csv,2,MAX,0.8,LIMITED,AVERAGE_SCENARIO,58800.0,1784600.0,1843400.0,0.26970384113241236,11,8,0.9750219106047326,120.0,inf
17870085318395153772,12640308200365974363,simulations/instances/instance_17870085318395153772.csv,5,AVG,0.8,LIMITED,EARLIEST,57200.0,1805200.0,1862400.0,9.368786550273725,15,14,0.48559404337973455,-6.25,inf
17870085318395153772,12640308200365974363,simulations/instances/instance_17870085318395153772.csv,5,AVG,0.8,LIMITED,EARLIEST,57200.0,1805200.0,1862400.0,9.368786550273725,15,14,0.48559404337973455,-6.25,inf
12766632818714929165,3380979932098070912,simulations/instances/instance_12766632818714929165.csv,1,MAX,0.8,LIMITED,EARLIEST,49200.0,1749200.0,1798400.0,0.38245996664578513,3,0,-1.5222867155842734,-78.57142857142857,
12766632818714929165,3380979932098070912,simulations/instances/instance_12766632818714929165.csv,1,MAX,0.8,LIMITED,EARLIEST,49200.0,1749200.0,1798400.0,0.38245996664578513,3,0,-1.5222867155842734,-78.57142857142857,
3616442042494646722,11492932174780950231,simulations/instances/instance_3616442042494646722.csv,5,AVG,0.8,LIMITED,EARLIEST,56000.0,1777800.0,1833800.0,9.876395089434636,6,2,0.4491673970201578,20.0,inf
3616442042494646722,11492932174780950231,simulations/instances/instance_3616442042494646722.csv,5,AVG,0.8,LIMITED,EARLIEST,56000.0,1777800.0,1833800.0,9.876395089434636,6,2,0.4491673970201578,20.0,inf
17870085318395153772,2092505553350626418,simulations/instances/instance_17870085318395153772.csv,5,MAX,0.8,LIMITED,EARLIEST,58400.0,1801600.0,1860000.0,6.201240061010831,15,8,0.356102298478472,-6.25,inf
17870085318395153772,2092505553350626418,simulations/instances/instance_17870085318395153772.csv,5,MAX,0.8,LIMITED,EARLIEST,58400.0,1801600.0,1860000.0,6.201240061010831,15,8,0.356102298478472,-6.25,inf
9707043526940373274,11081970895442716689,simulations/instances/instance_9707043526940373274.csv,10,MAX,0.8,LIMITED,EARLIEST,71200.0,1624600.0,1695800.0,11.898971440976382,19,16,0.6290054592926655,46.15384615384615,inf
9707043526940373274,11081970895442716689,simulations/instances/instance_9707043526940373274.csv,10,MAX,0.8,LIMITED,EARLIEST,71200.0,1624600.0,1695800.0,11.898971440976382,19,16,0.6290054592926655,46.15384615384615,inf
17870085318395153772,4751853397016853438,simulations/instances/instance_17870085318395153772.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,50000.0,1798200.0,1848200.0,2.0573974363373515,12,0,-0.28056544728606886,-25.0,
17870085318395153772,4751853397016853438,simulations/instances/instance_17870085318395153772.csv,2,AVG,0.8,LIMITED,AVERAGE_SCENARIO,50000.0,1798200.0,1848200.0,2.0573974363373515,12,0,-0.28056544728606886,-25.0,
